DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
09/26/2017,9:30,,,40.770435,-73.83421,"(40.770435, -73.83421)",,,WHITESTONE EXPRESSWAY                   ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3757973,PASSENGER VEHICLE,,,,
09/26/2017,9:30,,,40.584766,-73.96034,"(40.584766, -73.96034)",,,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3758152,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/26/2017,9:30,,,40.73487,-73.92331,"(40.73487, -73.92331)",,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,3758179,PASSENGER VEHICLE,,,,
09/26/2017,9:30,,,40.74709,-73.76325,"(40.74709, -73.76325)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3757812,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/26/2017,9:38,,,40.63305,-73.94772,"(40.63305, -73.94772)",NOSTRAND AVENUE                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3758200,SPORT UTILITY / STATION WAGON,,,,
09/26/2017,9:40,BROOKLYN,11201,40.68966,-74.00047,"(40.68966, -74.00047)",COLUMBIA STREET                 ,CONGRESS STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3757715,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/26/2017,9:40,,,40.66643,-73.815384,"(40.66643, -73.815384)",NORTH CONDUIT AVENUE            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3757621,PASSENGER VEHICLE,,,,
09/26/2017,9:40,BROOKLYN,11225,40.66644,-73.95361,"(40.66644, -73.95361)",ROGERS AVENUE                   ,CROWN STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3757987,,,,,
09/26/2017,9:50,MANHATTAN,10065,40.760536,-73.95836,"(40.760536, -73.95836)",YORK AVENUE                     ,EAST 62 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3757907,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/26/2017,9:50,,,40.709183,-73.956825,"(40.709183, -73.956825)",,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3757530,TAXI,,,,
09/26/2017,9:53,BROOKLYN,11230,40.619396,-73.969574,"(40.619396, -73.969574)",OCEAN PARKWAY                   ,AVENUE L,,0,0,0,0,0,0,0,0,Unspecified,,,,,3758088,BICYCLE,,,,
09/26/2017,9:55,QUEENS,11418,40.695156,-73.845406,"(40.695156, -73.845406)",102 STREET                      ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758080,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/26/2017,9:55,QUEENS,11354,40.764713,-73.823044,"(40.764713, -73.823044)",,,144-29    NORTHERN BOULEVARD            ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3757974,PASSENGER VEHICLE,,,,
09/26/2017,9:55,,,40.84839,-73.83648,"(40.84839, -73.83648)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3758634,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/27/2017,0:00,MANHATTAN,10019,40.765892,-73.9809,"(40.765892, -73.9809)",,,217       WEST 57 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3759109,PASSENGER VEHICLE,,,,
09/27/2017,0:00,QUEENS,11420,40.673676,-73.81698,"(40.673676, -73.81698)",SUTTER AVENUE                   ,122 STREET,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,Unspecified,,,3758801,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/27/2017,0:00,STATEN ISLAND,10301,40.63781,-74.08729,"(40.63781, -74.08729)",BRIGHTON AVENUE                 ,JERSEY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3758934,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,0:00,,,40.699955,-73.98682,"(40.699955, -73.98682)",JAY STREET                      ,SANDS STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3758514,PASSENGER VEHICLE,,,,
09/27/2017,0:00,,,40.60603,-73.98703,"(40.60603, -73.98703)",STILLWELL AVENUE                ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3758551,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,0:00,QUEENS,11434,40.690685,-73.78161,"(40.690685, -73.78161)",LINDEN BOULEVARD                ,168 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,3759738,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,0:01,,,40.85206,-73.82664,"(40.85206, -73.82664)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759231,PASSENGER VEHICLE,,,,
09/27/2017,0:15,,,40.78542,-73.98399,"(40.78542, -73.98399)",,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3758640,PASSENGER VEHICLE,,,,
09/27/2017,0:20,,,40.78602,-73.95128,"(40.78602, -73.95128)",EAST 96 STREET                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3759124,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,0:30,,,40.671406,-73.79942,"(40.671406, -73.79942)",130 AVENUE                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3759737,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,0:30,,,40.745056,-73.978615,"(40.745056, -73.978615)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3757870,TAXI,TAXI,,,
09/27/2017,0:30,,,40.82097,-73.890236,"(40.82097, -73.890236)",BRUCKNER BOULEVARD              ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3758592,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,0:35,BROOKLYN,11249,40.699924,-73.96171,"(40.699924, -73.96171)",KENT AVENUE                     ,BROOKLYN QNS EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758110,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,0:45,,,40.71572,-73.825745,"(40.71572, -73.825745)",,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,3758785,MOTORCYCLE,,,,
09/27/2017,0:45,,,40.716713,-73.82782,"(40.716713, -73.82782)",,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,3758748,MOTORCYCLE,,,,
09/27/2017,0:50,MANHATTAN,10018,40.753513,-73.98879,"(40.753513, -73.98879)",7 AVENUE                        ,WEST 38 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3758270,SPORT UTILITY / STATION WAGON,TAXI,,,
09/27/2017,10:00,BROOKLYN,11212,40.66931,-73.91067,"(40.66931, -73.91067)",,,434       ROCKAWAY AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3758568,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,10:00,BROOKLYN,11237,40.70209,-73.9226,"(40.70209, -73.9226)",,,833       HART STREET                   ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3759248,PASSENGER VEHICLE,,,,
09/27/2017,10:00,STATEN ISLAND,10305,40.59278,-74.087166,"(40.59278, -74.087166)",HYLAN BOULEVARD                 ,COOPER AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3760013,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,10:00,,,,,,MC GUINNESS BLVD SOUTH          ,MEEKER AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,3758160,TAXI,,,,
09/27/2017,10:00,,,40.607685,-74.13892,"(40.607685, -74.13892)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3760800,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/27/2017,10:02,,,40.604153,-74.05198,"(40.604153, -74.05198)",,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3759137,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,10:05,MANHATTAN,10007,40.717186,-74.0129,"(40.717186, -74.0129)",WEST STREET                     ,CHAMBERS STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3758407,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,10:05,,,40.590088,-74.08894,"(40.590088, -74.08894)",HYLAN BOULEVARD                 ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3759663,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,10:06,,,40.81175,-73.93144,"(40.81175, -73.93144)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3759237,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,10:10,QUEENS,11373,,,,60 road                         ,Woodhaven blvd,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3758134,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,10:10,BROOKLYN,11207,40.66294,-73.89554,"(40.66294, -73.89554)",GEORGIA AVENUE                  ,RIVERDALE AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3758241,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,10:10,,,40.82804,-73.94251,"(40.82804, -73.94251)",SAINT NICHOLAS AVENUE           ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3758653,PASSENGER VEHICLE,BICYCLE,,,
09/27/2017,10:20,MANHATTAN,10011,40.734135,-73.9992,"(40.734135, -73.9992)",AVENUE OF THE AMERICAS          ,WEST 9 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3759007,PASSENGER VEHICLE,,,,
09/27/2017,10:21,MANHATTAN,10075,40.773335,-73.95506,"(40.773335, -73.95506)",EAST 79 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761644,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
09/27/2017,10:30,MANHATTAN,10024,40.782734,-73.97733,"(40.782734, -73.97733)",,,171       WEST 79 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3759759,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,10:30,QUEENS,11358,40.753666,-73.79546,"(40.753666, -73.79546)",46 AVENUE                       ,171 PLACE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3758218,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,10:30,QUEENS,11361,40.76745,-73.78011,"(40.76745, -73.78011)",35 AVENUE                       ,208 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3758141,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
09/27/2017,10:30,,,40.7674,-73.98238,"(40.7674, -73.98238)",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3758864,PASSENGER VEHICLE,,,,
09/27/2017,10:30,,,40.701748,-73.995445,"(40.701748, -73.995445)",FURMAN STREET                   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758246,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,10:30,,,40.719627,-73.95763,"(40.719627, -73.95763)",NORTH 9 STREET                  ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3758162,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,10:30,,,40.610508,-74.09576,"(40.610508, -74.09576)",,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3760799,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,10:30,,,40.864212,-73.83024,"(40.864212, -73.83024)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3761014,PASSENGER VEHICLE,,,,
09/27/2017,10:30,,,40.678543,-73.949684,"(40.678543, -73.949684)",ATLANTIC AVENUE                 ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3758206,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,10:35,BROOKLYN,11221,40.693832,-73.909615,"(40.693832, -73.909615)",KNICKERBOCKER AVENUE            ,HANCOCK STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,3761304,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,10:40,BROOKLYN,11228,40.616047,-74.025734,"(40.616047, -74.025734)",92 STREET                       ,DAHLGREN PLACE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3759097,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,10:40,QUEENS,11360,40.7831,-73.77972,"(40.7831, -73.77972)",18 AVENUE                       ,212 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3758217,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,10:40,QUEENS,11435,40.703484,-73.81171,"(40.703484, -73.81171)",,,88-40     144 STREET                    ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3758744,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,10:45,,,40.82193,-73.88844,"(40.82193, -73.88844)",BRUCKNER BOULEVARD              ,BRYANT AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3759405,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,10:48,,,40.632294,-73.96678,"(40.632294, -73.96678)",CONEY ISLAND AVENUE             ,,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,3758244,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,10:50,,,40.867924,-73.91931,"(40.867924, -73.91931)",WEST 211 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3759173,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,10:50,,,40.62054,-74.158615,"(40.62054, -74.158615)",,,136       ADA DRIVE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759389,PASSENGER VEHICLE,,,,
09/27/2017,10:55,QUEENS,11694,40.582767,-73.83503,"(40.582767, -73.83503)",,,112-15    BEACH CHANNEL DRIVE           ,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3758561,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,10:56,QUEENS,11378,40.723705,-73.91196,"(40.723705, -73.91196)",,,58-24     MAURICE AVENUE                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3758608,,,,,
09/27/2017,10:57,QUEENS,11367,40.724922,-73.81728,"(40.724922, -73.81728)",,,147-46    75 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3759074,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/27/2017,11:00,BRONX,10463,40.8796,-73.89809,"(40.8796, -73.89809)",,,3330      GILES PLACE                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,3759208,PASSENGER VEHICLE,,,,
09/27/2017,11:00,,,40.655518,-74.00644,"(40.655518, -74.00644)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3758614,PASSENGER VEHICLE,,,,
09/27/2017,11:00,,,40.65311,-73.88966,"(40.65311, -73.88966)",COZINE AVENUE                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3758242,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,11:00,,,40.843903,-73.927284,"(40.843903, -73.927284)",,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3758676,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,11:00,QUEENS,11101,,,,30 street                       ,48 ave,,1,0,0,0,0,0,1,0,,,,,,3758522,,,,,
09/27/2017,11:00,,,,,,BRONX PARK EAST                 ,EAST FORDHAM ROAD,,1,0,0,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,3758975,PASSENGER VEHICLE,TAXI,,,
09/27/2017,11:00,,,40.69016,-73.98161,"(40.69016, -73.98161)",FLATBUSH AVENUE EXTENSION       ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Following Too Closely,,,,3758511,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,11:10,QUEENS,11417,40.678944,-73.83447,"(40.678944, -73.83447)",ROCKAWAY BOULEVARD              ,105 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758543,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,11:15,STATEN ISLAND,10304,40.600136,-74.11303,"(40.600136, -74.11303)",TODT HILL ROAD                  ,WHITWELL PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3758736,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,11:15,,,40.74403,-73.98356,"(40.74403, -73.98356)",PARK AVENUE SOUTH               ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3758914,TAXI,TAXI,,,
09/27/2017,11:15,,,40.734333,-73.87628,"(40.734333, -73.87628)",SEABURY STREET                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3758860,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,11:15,,,40.719723,-73.975,"(40.719723, -73.975)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3758446,TAXI,TAXI,SPORT UTILITY / STATION WAGON,,
09/27/2017,11:16,BROOKLYN,11230,40.62934,-73.967865,"(40.62934, -73.967865)",,,900       AVENUE H                      ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3758828,BICYCLE,PASSENGER VEHICLE,,,
09/27/2017,11:19,,,40.677338,-73.927536,"(40.677338, -73.927536)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758728,TAXI,,,,
09/27/2017,11:20,MANHATTAN,10001,40.74583,-73.99192,"(40.74583, -73.99192)",,,121       WEST 27 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758207,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,11:20,MANHATTAN,10017,40.755356,-73.977425,"(40.755356, -73.977425)",EAST 46 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3759113,SPORT UTILITY / STATION WAGON,TAXI,,,
09/27/2017,11:20,,,,,,LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3758996,,,,,
09/27/2017,11:24,MANHATTAN,10002,40.722164,-73.98729,"(40.722164, -73.98729)",,,188       LUDLOW STREET                 ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3759271,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,11:27,,,40.788486,-73.9769,"(40.788486, -73.9769)",WEST 86 STREET                  ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3758768,TAXI,PASSENGER VEHICLE,,,
09/27/2017,11:30,MANHATTAN,10019,40.764736,-73.98804,"(40.764736, -73.98804)",9 AVENUE                        ,WEST 52 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3759112,PASSENGER VEHICLE,,,,
09/27/2017,11:30,MANHATTAN,10023,40.77424,-73.98853,"(40.77424, -73.98853)",,,80        WEST END AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3758211,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,11:30,,,40.780693,-73.9466,"(40.780693, -73.9466)",1 AVENUE                        ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3758906,,,,,
09/27/2017,11:30,,,40.764435,-73.72269,"(40.764435, -73.72269)",,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3758519,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,11:33,QUEENS,11417,40.676685,-73.84371,"(40.676685, -73.84371)",CROSS BAY BOULEVARD             ,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3758797,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,11:40,STATEN ISLAND,10312,40.534267,-74.15398,"(40.534267, -74.15398)",HYLAN BOULEVARD                 ,RICHMOND AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3759750,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,11:40,STATEN ISLAND,10301,40.63781,-74.08729,"(40.63781, -74.08729)",JERSEY STREET                   ,BRIGHTON AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3758927,PASSENGER VEHICLE,,,,
09/27/2017,11:45,BROOKLYN,11238,40.681576,-73.96213,"(40.681576, -73.96213)",,,40        LEFFERTS PLACE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758208,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,11:45,MANHATTAN,10017,40.75212,-73.97055,"(40.75212, -73.97055)",,,853       2 AVENUE                      ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3758546,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,11:45,,,,,,EAST TREMONT AVENUE             ,LANE AVENUE,,1,0,1,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3759851,PASSENGER VEHICLE,,,,
09/27/2017,11:50,BRONX,10459,40.827133,-73.89501,"(40.827133, -73.89501)",,,1140      TIFFANY STREET                ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,3758587,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,11:50,BROOKLYN,11207,40.675632,-73.89878,"(40.675632, -73.89878)",ATLANTIC AVENUE                 ,GEORGIA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759036,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,11:50,QUEENS,11378,40.71965,-73.911194,"(40.71965, -73.911194)",,,58-30     GRAND AVENUE                  ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3758610,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,11:50,,,40.6844,-73.76968,"(40.6844, -73.76968)",BAISLEY BOULEVARD               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758253,PASSENGER VEHICLE,,,,
09/27/2017,11:50,STATEN ISLAND,10314,40.60181,-74.120605,"(40.60181, -74.120605)",OCEAN TERRACE                   ,MANOR ROAD,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3758732,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
09/27/2017,11:55,BROOKLYN,11233,40.684032,-73.91742,"(40.684032, -73.91742)",SARATOGA AVENUE                 ,MACDONOUGH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3758822,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,12:00,MANHATTAN,10029,40.791084,-73.953445,"(40.791084, -73.953445)",EAST 101 STREET                 ,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759131,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,12:00,MANHATTAN,10036,,,,12 AVENUE                       ,WEST 46 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3759903,TAXI,TAXI,,,
09/27/2017,12:00,,,40.676884,-73.91923,"(40.676884, -73.91923)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758567,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,12:00,,,40.685192,-73.98035,"(40.685192, -73.98035)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3758247,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,12:00,,,40.56763,-74.11263,"(40.56763, -74.11263)",BEACH AVENUE                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3758627,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,12:00,,,,,,E 35th St                       ,EAST 36 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758545,PASSENGER VEHICLE,PICK-UP TRUCK,,,
09/27/2017,12:00,,,40.753826,-73.7568,"(40.753826, -73.7568)",56 AVENUE                       ,,,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3759715,PASSENGER VEHICLE,,,,
09/27/2017,12:00,,,40.576508,-73.97061,"(40.576508, -73.97061)",WEST BRIGHTON AVENUE            ,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,3759486,BICYCLE,PASSENGER VEHICLE,,,
09/27/2017,12:05,MANHATTAN,10013,40.719578,-73.99806,"(40.719578, -73.99806)",CENTRE MARKET PLACE             ,GRAND STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3759373,,,,,
09/27/2017,12:15,MANHATTAN,10011,40.738686,-73.99588,"(40.738686, -73.99588)",WEST 16 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758709,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
